Experiment,Treatment,Tray,Date,DOL,RepDay,Day,Individual,Code,weight_mg,PupalShellLength,PupalShellWidth,isolationDate,isolationTime,eclosionDate,eclosionTime,TotalPupalDevTime,Sex,Sex_binary,Ovary date extraction,Ovary_weight_mg,Ovary_singular_weight_mg,OvaryCorrPupalSize
R3,Control,10,04/07/2022,18DOL,14,,48,C48,94.4,13.67,4.37,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,49,C49,109,14.62,4.46,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,50,C50,99.4,13.92,4.5,04/07/2022,16:00,11/07/2022,16:20,168,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,51,C51,99.7,13.66,4.37,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,52,C52,89.8,13.57,4.24,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,05/07/2022,19DOL,15,,83,C83,96.2,14.41,4.47,05/07/2022,12:00,11/07/2022,17:30,149,M,0,NA,NA,NA,NA
R3,Control,10,05/07/2022,19DOL,15,,86,C86,93.2,13.22,4.15,05/07/2022,12:00,11/07/2022,13:40,145,M,0,NA,NA,NA,NA
R3,Control,10,05/07/2022,19DOL,15,,87,C87,109.1,14.46,4.3,05/07/2022,12:00,12/07/2022,19:50,175,M,0,NA,NA,NA,NA
R3,Control,10,05/07/2022,19DOL,15,,88,C88,90.1,NA,NA,05/07/2022,12:00,12/07/2022,16:20,172,F,1,14/07/2022,NA,NA,NA
R3,Control,11,04/07/2022,18DOL,14,,53,C53,105,14.15,4.28,04/07/2022,16:00,12/07/2022,16:20,192,M,0,NA,NA,NA,NA
R3,Control,11,04/07/2022,18DOL,14,,54,C54,91.5,13.05,4.33,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,11,04/07/2022,18DOL,14,,55,C55,82.4,13.55,4.16,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,11,04/07/2022,18DOL,14,,56,C56,75,12.34,3.95,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,11,04/07/2022,18DOL,14,,57,C57,91.4,13.34,4.25,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,11,05/07/2022,19DOL,15,,90,C90,91.5,13.68,4.24,05/07/2022,12:00,11/07/2022,13:40,145,M,0,NA,NA,NA,NA
R3,Control,12,03/07/2022,17DOL,13,,3,C3,111.8,14.74,4.47,03/07/2022,16:00,11/07/2022,11:00,187,M,0,NA,NA,NA,NA
R3,Control,12,03/07/2022,17DOL,13,,4,C4,102.6,14.22,4.51,03/07/2022,16:00,11/07/2022,11:00,187,M,0,NA,NA,NA,NA
R3,Control,12,03/07/2022,17DOL,13,,6,C6,100.1,13.55,4.5,03/07/2022,16:00,11/07/2022,11:00,187,M,0,NA,NA,NA,NA
R3,Control,12,03/07/2022,17DOL,13,,8,C8,101.2,14.05,4.35,03/07/2022,16:00,11/07/2022,11:00,187,M,0,NA,NA,NA,NA
R3,Control,12,03/07/2022,17DOL,13,,9,C9,96.2,12.8,4.29,03/07/2022,16:00,11/07/2022,11:00,187,M,0,NA,NA,NA,NA
R3,Control,12,04/07/2022,18DOL,14,,60,C60,78.2,14.14,4.3,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,12,04/07/2022,18DOL,14,,63,C63,102.7,14.15,4.59,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,12,04/07/2022,18DOL,14,,64,C64,104.5,13.67,4.35,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,12,04/07/2022,18DOL,14,,65,C65,100.5,14.55,4.43,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,12,04/07/2022,18DOL,14,,66,C66,90.2,13.79,4.2,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,12,04/07/2022,18DOL,14,,67,C67,113.9,14.68,4.81,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,12,05/07/2022,19DOL,15,,97,C97,111.2,14.94,4.35,05/07/2022,12:00,12/07/2022,19:50,175,M,0,NA,NA,NA,NA
R3,Control,12,05/07/2022,19DOL,15,,98,C98,71.1,13.35,4.43,05/07/2022,12:00,11/07/2022,13:40,145,M,0,NA,NA,NA,NA
R3,Control,12,05/07/2022,19DOL,15,,99,C99,94.2,12.52,4.03,05/07/2022,12:00,12/07/2022,07:30,163,M,0,NA,NA,NA,NA
R3,Large,13,09/07/2022,18DOL,14,,1,L1,98.5,13.37,4.47,09/07/2022,10:30,16/07/2022,08:30,166,M,0,NA,NA,NA,NA
R3,Large,13,09/07/2022,18DOL,14,,2,L2,96.4,14.33,4.04,09/07/2022,10:30,17/07/2022,09:45,191,M,0,NA,NA,NA,NA
R3,Large,13,09/07/2022,18DOL,14,,3,L3,107,14.29,4.59,09/07/2022,10:30,17/07/2022,09:45,191,M,0,NA,NA,NA,NA
R3,Large,13,09/07/2022,18DOL,14,,4,L4,100.7,13.72,4.3,09/07/2022,10:30,17/07/2022,09:45,191,M,0,NA,NA,NA,NA
R3,Large,13,09/07/2022,18DOL,14,,5,L5,108.8,14.4,4.69,09/07/2022,10:30,17/07/2022,09:45,191,M,0,NA,NA,NA,NA
R3,Large,13,09/07/2022,18DOL,14,,6,L6,112.7,14.11,4.55,09/07/2022,10:30,15/07/2022,09:40,143,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,7,L7,101.3,14.3,4.49,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,8,L8,121.4,14.26,4.9,10/07/2022,11:30,16/07/2022,08:30,141,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,10,L10,121,14.42,4.79,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,12,L12,107.7,14.99,4.45,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,13,L13,112.2,15.07,4.44,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,14,L14,108.4,13.92,4.46,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,15,L15,107.1,14.57,4.41,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,16,L16,101,14.41,4.43,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,18,L18,112,14.91,4.86,10/07/2022,11:30,16/07/2022,14:45,147,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,19,L19,100.6,14.1,4.23,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,20,L20,99.9,14.15,4.33,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,22,L22,105.6,13.85,4.55,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,23,L23,111.4,14.86,4.55,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,24,L24,101.8,15.1,4.35,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,25,L25,101.4,14.17,4.44,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,26,L26,103.3,14.04,4.37,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,28,L28,108.8,14.43,4.57,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,29,L29,113.5,15.15,4.36,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,30,L30,99.8,14.17,4.38,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,31,L31,106,14.1,4.69,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,32,L32,108.5,14.32,4.75,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,33,L33,111.3,14.36,4.43,10/07/2022,11:30,16/07/2022,08:30,141,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,34,L34,116.2,15.28,4.67,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,35,L35,108.5,14.5,4.27,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,37,L37,98.5,14.45,4.3,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,39,L39,103.2,14.24,4.1,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,40,L40,100.3,14.37,4.34,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,42,L42,111.7,14.61,4.68,10/07/2022,11:30,16/07/2022,08:30,141,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,45,L45,111,15.12,4.33,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,46,L46,90.9,14.01,4.37,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,47,L47,114,15.14,4.31,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,49,L49,114.8,15.24,4.43,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,50,L50,106.8,14.76,4.26,10/07/2022,11:30,18/07/2022,08:20,188,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,51,L51,99.6,13.97,4.49,10/07/2022,11:30,16/07/2022,08:30,141,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,52,L52,104,14.1,4.63,10/07/2022,11:30,17/07/2022,09:45,166,M,0,NA,NA,NA,NA
R3,Large,13,10/07/2022,18DOL,14,,53,L53,110,NA,NA,10/07/2022,11:30,16/07/2022,08:30,141,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,56,L56,134.3,15.56,4.87,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,57,L57,107.6,15.13,4.34,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,58,L58,102.6,15.08,4.75,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,59,L59,119.1,14.48,4.73,11/07/2022,11:00,16/07/2022,08:30,166,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,62,L62,103.7,14.38,4.03,11/07/2022,11:00,18/07/2022,10:10,167,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,64,L64,115.7,14.27,4.66,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,65,L65,115.1,14.77,4.71,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,66,L66,140.5,14.95,4.86,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,68,L68,117.1,15.1,4.46,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,69,L69,104.1,14.61,4.29,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,73,L73,132,14.04,4.4,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,74,L74,97.3,14.14,4.55,11/07/2022,11:00,16/07/2022,08:30,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,76,L76,107.8,13.53,4.23,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,78,L78,104.4,14.69,4.32,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,80,L80,128.5,14.61,4.46,11/07/2022,11:00,16/07/2022,08:30,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,81,L81,97.3,14.96,4.66,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,82,L82,111.3,14.86,5.07,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,83,L83,134.3,14.75,4.45,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,85,L85,122.1,14.94,4.88,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,86,L86,121.3,15.11,4.43,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,87,L87,106.2,14.31,4.34,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,88,L88,99.3,14.28,4.05,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,90,L90,102.9,15,4.74,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,91,L91,114,15.65,5.2,11/07/2022,11:00,19/07/2022,08:10,189,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,94,L94,116.4,15.24,4.69,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,95,L95,117.1,13.67,4.41,11/07/2022,11:00,18/07/2022,08:20,165,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,97,L97,134.4,14.57,4.67,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,99,L99,98.7,14.67,4.41,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
R3,Large,13,11/07/2022,18DOL,14,,100,L100,107.3,15.11,4.68,11/07/2022,11:00,17/07/2022,09:45,142,M,0,NA,NA,NA,NA
